age,agebucket,bookingplatform,booklongname,bookshortname,boref,botimestamp,boversion,business,businesstimezone,cancellationcashinstructionstatus,cancellationstockinstructionstatus,cashopenamt,cptyaccountingtype,cptyshortname,cusip,denominationcurrencycode,diarybotimestamp,diarycategory,diaryfailedreasoncode,diarynarrative,diaryupdatedby,direction,entityshortname,entitytype,faileddays,failedreason,forefnonunique,fullcashsettlementdate,fullinstrumentsettlementdate,fullsettlementdate,generalnarrative,instrumentname,instrumenttype,instrumenttypelevel2,instrumenttypelevel3,integrationstatus,isenriched,isin,isinternalsettlement,isinternaltrade,ismarketfacing,istradeactive,latestfailstatusactivity,market,marketoftrade,matchingstatus,modificationtimestamp,netconsiderationinbasecurrency,netconsiderationinbasecurrencyamount,opensettlementamt,opentradedquantity,operation,origin,ourdepot,ourdepotaccount,ournostro,ournostroaccount,parent,pbflow,pcs_cptyssi,pcs_entitydepotnostroacc,pcs_entityssi,pis_cptyssi,pis_entitydepotnostroacc,pis_entityssi,placeofsafekeeping,pricashoriginalamt,principal,priorityindicator,pristockoriginalamt,quantity,reportinterval,seccashoriginalamt,secstockoriginalamt,sedol,settbiccode,settdenominationamount,settdenominationcurrencycode,settlementamount,settlementconvention,settlementcurrencycode,settlementdepotcountry,settlementstatus,settlementterms,settlementtimestamp,settlementtype,stockdirection,stockinstructionexternalreason,stockinstructionexternalreasontype,stockinstructionexternalstatus,stockinstructionexternalstatustype,stockinstructionformat,stockinstructionnarrative,stockinstructionstatus,stockisacknowledged,stockopenamt,stockoperationalgroup,summarysettlementstatus,swiftcashreceiveref,swiftcashref,swiftdeliverref,swiftreceiveref,taskaction,taskage,taskbotimestamp,taskcreatedate,taskdescription,taskduedate,taskid,taskmodificationtimestamp,taskrole,taskstatus,tasktype,theirdepot,theirdepotaccount,theirnostro,theirnostroaccount,tradecategory,tradedate,tradedcurrencycode,tradedprice,tradereason,tradername,tradestate,tradestatus,tradesubtype,tradetimestamp,tradetype,tradetypecategory,updatedby,updateddatetime,valuedate
null,null,null,null,null,00000000000494086833,15:16.0,1,Financing Business,Europe/London,null,null,1232249.29,null,null,E8922AJR2,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWVY,null,null,null,null,SPGB 1 1/4 10/31/30,Debt,null,null,STP,TRUE,ES0000012G34,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:35.0,GBP,-1068825.82,1232249.29,1231000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494079261,null,null,000008525491,C001/100002032762,null,000000743766,C001/100002032758,null,1232249.29,1230957.96,null,1231000,1231000,null,null,null,BMWWML2,ZYAFGB30XXX,0,EUR,1232249.29,SpainDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,1231000,ICSDFI,Failed,null,null,null,AP00494086833Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Financing,00:00.0,EUR,99.99561151,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086893,15:21.0,1,Financing Business,Europe/London,null,null,3242925.23,null,null,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIXBV,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:27.0,GBP,-2812841.73,3242925.23,3243000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494079270,null,000001122985/S04193429,000008525491,C001/100002032762,000001122985/S04193429,000000743766,C001/100002032758,null,3242925.23,3243000,null,3243000,3243000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,3242925.23,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,3243000,ICSDFI,Failed,null,null,null,AP00494086893Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769442,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086627,13:24.0,1,Financing Business,Europe/London,null,null,2520941.88,null,null,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWWJ,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:39.0,GBP,-2186609.32,2520941.88,2521000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494085229,null,000000903105/S04170971,000008525491,C001/100002032762,000000903105/S04170971,000000743766,C001/100002032758,null,2520941.88,2521000,null,2521000,2521000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,2520941.88,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,2521000,ICSDFI,Failed,null,null,null,AP00494086627Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769457,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086668,13:24.0,1,Financing Business,Europe/London,null,null,333992.3,null,null,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWYB,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:39.0,GBP,-289697.55,333992.3,334000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494084257,null,000000904380/S04197883,000008525491,C001/100002032762,000000904380/S04197883,000000743766,C001/100002032758,null,333992.3,334000,null,334000,334000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,333992.3,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,334000,ICSDFI,Failed,null,null,null,AP00494086668Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769461,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086693,13:56.0,1,Financing Business,Europe/London,null,null,3242925.23,null,null,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWYF,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:20.0,GBP,-2812841.73,3242925.23,3243000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494083247,null,000001122985/S04193429,000008525491,C001/100002032762,000001122985/S04193429,000000743766,C001/100002032758,null,3242925.23,3243000,null,3243000,3243000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,3242925.23,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,3243000,ICSDFI,Failed,null,null,null,AP00494086693Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769442,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086945,15:21.0,1,Financing Business,Europe/London,null,null,233994.61,null,null,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIXAB,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:42.0,GBP,-202961.76,233994.61,234000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494083264,null,000001122985/S04193429,000008525491,C001/100002032762,000001122985/S04193429,000000743766,C001/100002032758,null,233994.61,234000.01,null,234000,234000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,233994.61,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,234000,ICSDFI,Failed,null,null,null,AP00494086945Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769231,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086962,15:21.0,1,Financing Business,Europe/London,null,null,2520941.88,null,null,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWZZ,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:39.0,GBP,-2186609.32,2520941.88,2521000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494085246,null,000000903105/S04170971,000008525491,C001/100002032762,000000903105/S04170971,000000743766,C001/100002032758,null,2520941.88,2521000,null,2521000,2521000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,2520941.88,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,2521000,ICSDFI,Failed,null,null,null,AP00494086962Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769457,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086559,48:11.0,1,Financing,Europe/London,null,null,292491,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,7,null,3MEEAG,null,null,null,null,null,null,null,null,STP,TRUE,null,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:43.0,GBP,253700.23,292491,300000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494084251,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,292491,292491,null,300000,300000,null,null,null,null,ZYAFGB30XXX,0,EUR,292491,FranceDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,300000,ICSDFI,Failed,null,null,AP00494086559Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,97.497,null,null,NotNetted,New,StockVsCashCollateral,46:00.0,StockLoanOpenStockAndCashMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086618,13:23.0,1,Financing Business,Europe/London,null,null,2666938.51,ExternalCounterparty,WMC-3W67,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWWF,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:46.0,GBP,-2313243.57,2666938.51,2667000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494079248,null,000000982623/S04168528,000008525491,C001/100002032762,000000982623/S04168528,000000743766,C001/100002032758,null,2666938.51,2667000,null,2667000,2667000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,2666938.51,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,2667000,ICSDFI,Failed,null,null,null,AP00494086618Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769441,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086916,15:21.0,1,Financing Business,Europe/London,null,null,1364968.53,ExternalCounterparty,WMC-47Z5,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIXBT,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:37.0,GBP,-1183943.56,1364968.53,1365000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494080272,null,000001120699/S04179119,000008525491,C001/100002032762,000001120699/S04179119,000000743766,C001/100002032758,null,1364968.53,1365000,null,1365000,1365000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,1364968.53,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,1365000,ICSDFI,Failed,null,null,null,AP00494086916Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769451,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086968,15:21.0,1,Financing Business,Europe/London,null,null,819981.09,ExternalCounterparty,WMC-44J9,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIXBS,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:40.0,GBP,-711233.49,819981.09,820000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494084271,null,000001117283/S08090490,000008525491,C001/100002032762,000001117283/S08090490,000000743766,C001/100002032758,null,819981.09,820000,null,820000,820000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,819981.09,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,820000,ICSDFI,Failed,null,null,null,AP00494086968Q1,null,null,null,null,null,null,null,null,null,null,null,null,20511,null,20511,Financing,00:00.0,EUR,99.9976939,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086960,15:21.0,1,Financing Business,Europe/London,null,null,819981.09,ExternalCounterparty,WMC-44J9,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWZX,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:31.0,GBP,-711233.49,819981.09,820000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494078264,null,000001117283/S08090490,000008525491,C001/100002032762,000001117283/S08090490,000000743766,C001/100002032758,null,819981.09,820000,null,820000,820000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,819981.09,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,820000,ICSDFI,Failed,null,null,null,AP00494086960Q1,null,null,null,null,null,null,null,null,null,null,null,null,20511,null,20511,Financing,00:00.0,EUR,99.9976939,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086676,13:24.0,1,Financing Business,Europe/London,null,null,572986.79,ExternalCounterparty,WMC-3M37,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWWD,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:43.0,GBP,-496996.09,572986.79,573000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494079250,null,000001107462/S01680434,000008525491,C001/100002032762,000001107462/S01680434,000000743766,C001/100002032758,null,572986.79,573000,null,573000,573000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,572986.79,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,573000,ICSDFI,Failed,null,null,null,AP00494086676Q1,null,null,null,null,null,null,null,null,null,null,null,null,23847,null,23847,Financing,00:00.0,EUR,99.99769459,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086973,15:21.0,1,Financing Business,Europe/London,null,null,15933632.63,ExternalCounterparty,69Z5,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIXAC,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:41.0,GBP,-13820481.07,15933632.63,15934000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494084266,null,000000745612/S05532750,000008525491,C001/100002032762,000000745612/S05532750,000000743766,C001/100002032758,null,15933632.63,15934000,null,15934000,15934000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,15933632.63,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,15934000,ICSDFI,Failed,null,null,null,AP00494086973Q1,null,null,null,null,null,null,null,null,null,null,null,Euroclear (CSD),93793,Euroclear (CSD),93793,Financing,00:00.0,EUR,99.99769443,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086639,13:24.0,1,Financing Business,Europe/London,null,null,259994.01,ExternalCounterparty,WMC-3T49,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWXZ,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:32.0,GBP,-225513.06,259994.01,260000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494079252,null,000000980835/S01951879,000008525491,C001/100002032762,000000980835/S01951879,000000743766,C001/100002032758,null,259994.01,260000,null,260000,260000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,259994.01,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,260000,ICSDFI,Failed,null,null,null,AP00494086639Q1,null,null,null,null,null,null,null,null,null,null,null,null,14989,null,14989,Financing,00:00.0,EUR,99.99769615,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494086675,13:24.0,1,Financing Business,Europe/London,null,null,1364968.53,ExternalCounterparty,WMC-47Z5,D4S46MJH9,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWYD,null,null,null,null,KW 0 02/18/25,Debt,null,null,STP,TRUE,DE000A254PM6,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:39.0,GBP,-1183943.56,1364968.53,1365000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494084256,null,000001120699/S04179119,000008525491,C001/100002032762,000001120699/S04179119,000000743766,C001/100002032758,null,1364968.53,1365000,null,1365000,1365000,null,null,null,BKY6Y45,ZYAFGB30XXX,0,EUR,1364968.53,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,1365000,ICSDFI,Failed,null,null,null,AP00494086675Q1,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99769451,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,14946 Banking_Repo MTM,14946 Banking_Repo M,00000000000494086846,15:16.0,1,Financing Business,Europe/London,null,null,1134146.05,null,null,E8922AJR2,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWVV,null,null,null,null,SPGB 1 1/4 10/31/30,Debt,null,null,STP,TRUE,ES0000012G34,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:22.0,GBP,-983733.24,1134146.05,1133000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494080263,null,null,000008525491,C001/100002032762,null,000000743766,C001/100002032758,null,1134146.05,1132961.3,null,1133000,1133000,null,null,null,BMWWML2,ZYAFGB30XXX,0,EUR,1134146.05,SpainDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,1133000,ICSDFI,Failed,null,null,null,AP00494086846Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Financing,00:00.0,EUR,99.99527755,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,14946 Banking_Repo MTM,14946 Banking_Repo M,00000000000494086761,15:16.0,1,Financing Business,Europe/London,null,null,1134146.05,null,null,E8922AJR2,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWXQ,null,null,null,null,SPGB 1 1/4 10/31/30,Debt,null,null,STP,TRUE,ES0000012G34,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:28.0,GBP,-983733.24,1134146.05,1133000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494080264,null,null,000008525491,C001/100002032762,null,000000743766,C001/100002032758,null,1134146.05,1132961.3,null,1133000,1133000,null,null,null,BMWWML2,ZYAFGB30XXX,0,EUR,1134146.05,SpainDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,1133000,ICSDFI,Failed,null,null,null,AP00494086761Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Financing,00:00.0,EUR,99.99527755,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,14946 Banking_Repo MTM,14946 Banking_Repo M,00000000000494086742,15:16.0,1,Financing Business,Europe/London,null,null,1213521.59,null,null,E8922AJF8,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,7,null,3MIWZI,null,null,null,null,SPGB 0 1/2 04/30/30,Debt,null,null,STP,TRUE,ES0000012F76,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:46.0,GBP,1052581.83,1213521.59,1210000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494081261,null,null,000008525491,C001/100002032762,null,000000743766,C001/100002032758,null,1213521.59,1209983.47,null,1210000,1210000,null,null,null,BKV24R9,ZYAFGB30XXX,0,EUR,1213521.59,SpainDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,1210000,ICSDFI,Failed,null,null,AP00494086742Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Financing,00:00.0,EUR,99.99732479,null,null,NotNetted,New,null,10:00.0,BuySellBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,14946 Banking_Repo MTM,14946 Banking_Repo M,00000000000494086880,15:21.0,1,Financing Business,Europe/London,null,null,1134146.05,null,null,E8922AJR2,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIXBG,null,null,null,null,SPGB 1 1/4 10/31/30,Debt,null,null,STP,TRUE,ES0000012G34,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:46.0,GBP,-983733.24,1134146.05,1133000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494078268,null,null,000008525491,C001/100002032762,null,000000743766,C001/100002032758,null,1134146.05,1132961.3,null,1133000,1133000,null,null,null,BMWWML2,ZYAFGB30XXX,0,EUR,1134146.05,SpainDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,1133000,ICSDFI,Failed,null,null,null,AP00494086880Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Financing,00:00.0,EUR,99.99527755,null,null,NotNetted,New,null,10:00.0,SellBuyBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,5 Banking_Repo MTM,5 Banking_Repo MTM,00000000000494086703,14:44.0,1,Cash Business,Europe/London,null,null,24721.34,ExternalCounterparty,BAI-All Weather,F43750GF3,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,7,null,3MIWXV,null,null,null,null,RTR 0.1 07/25/47,Debt,null,null,STP,TRUE,FR0013209871,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:45.0,GBP,-21442.74,24721.34,20000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494084252,null,000001002487/S01996892,000008525491,C001/100002032762,000001002487/S01996892,000000743766,C001/100002032758,null,24721.34,24721.84,null,20000,20000,null,null,null,BDVNQS8,ZYAFGB30XXX,0,EUR,24721.34,FranceDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,20000,ICSDFI,Failed,null,null,null,AP00494086703Q1,null,null,null,null,null,null,null,null,null,null,null,null,78009,null,78009,Financing,00:00.0,EUR,123.6092144,null,null,NotNetted,New,NoneNoSubTranType,10:00.0,RepoCloseStockAndCashMovement,null,by FISS,null,00:00.0
null,null,null,5 Banking_Repo MTM,5 Banking_Repo MTM,00000000000494086765,15:16.0,1,Financing Business,Europe/London,null,null,697990.69,ExternalCounterparty,WMC-44J9,D2R8H4FE4,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,7,null,3MIWYO,null,null,null,null,BR 0 05/15/35,Debt,null,null,STP,TRUE,DE0001102515,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:37.0,GBP,605421.71,697990.69,698000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494085242,null,000001117283/S08090490,000008525491,C001/100002032762,000001117283/S08090490,000000743766,C001/100002032758,null,697990.69,698000,null,698000,698000,null,null,null,BMQ5WP1,ZYAFGB30XXX,0,EUR,697990.69,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,698000,ICSDFI,Failed,null,null,AP00494086765Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,20511,null,20511,Financing,00:00.0,EUR,99.99866619,null,null,NotNetted,New,null,10:00.0,BuySellBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,5 Banking_Repo MTM,5 Banking_Repo MTM,00000000000494086652,13:24.0,1,Financing Business,Europe/London,null,null,350995.32,ExternalCounterparty,WMC-9783,D2R8H4FE4,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,7,null,3MIWWZ,null,null,null,null,BR 0 05/15/35,Debt,null,null,STP,TRUE,DE0001102515,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,30:47.0,GBP,304445.59,350995.32,351000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494080257,null,000001030515/S00015915,000008525491,C001/100002032762,000001030515/S00015915,000000743766,C001/100002032758,null,350995.32,351000,null,351000,351000,null,null,null,BMQ5WP1,ZYAFGB30XXX,0,EUR,350995.32,GermanyDebt,EUR,LU,null,DVP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,351000,ICSDFI,Failed,null,null,AP00494086652Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,93793,null,93793,Financing,00:00.0,EUR,99.99866667,null,null,NotNetted,New,null,10:00.0,BuySellBackCloseMovement,null,by FISS,null,00:00.0
