age,agebucket,bookingplatform,booklongname,bookshortname,boref,botimestamp,boversion,business,businesstimezone,cancellationcashinstructionstatus,cancellationstockinstructionstatus,cashopenamt,cptyaccountingtype,cptyshortname,cusip,denominationcurrencycode,diarybotimestamp,diarycategory,diaryfailedreasoncode,diarynarrative,diaryupdatedby,direction,entityshortname,entitytype,faileddays,failedreason,forefnonunique,fullcashsettlementdate,fullinstrumentsettlementdate,fullsettlementdate,generalnarrative,instrumentname,instrumenttype,instrumenttypelevel2,instrumenttypelevel3,integrationstatus,isenriched,isin,isinternalsettlement,isinternaltrade,ismarketfacing,istradeactive,latestfailstatusactivity,market,marketoftrade,matchingstatus,modificationtimestamp,netconsiderationinbasecurrency,netconsiderationinbasecurrencyamount,opensettlementamt,opentradedquantity,operation,origin,ourdepot,ourdepotaccount,ournostro,ournostroaccount,parent,pbflow,pcs_cptyssi,pcs_entitydepotnostroacc,pcs_entityssi,pis_cptyssi,pis_entitydepotnostroacc,pis_entityssi,placeofsafekeeping,pricashoriginalamt,principal,priorityindicator,pristockoriginalamt,quantity,reportinterval,seccashoriginalamt,secstockoriginalamt,sedol,settbiccode,settdenominationamount,settdenominationcurrencycode,settlementamount,settlementconvention,settlementcurrencycode,settlementdepotcountry,settlementstatus,settlementterms,settlementtimestamp,settlementtype,stockdirection,stockinstructionexternalreason,stockinstructionexternalreasontype,stockinstructionexternalstatus,stockinstructionexternalstatustype,stockinstructionformat,stockinstructionnarrative,stockinstructionstatus,stockisacknowledged,stockopenamt,stockoperationalgroup,summarysettlementstatus,swiftcashreceiveref,swiftcashref,swiftdeliverref,swiftreceiveref,taskaction,taskage,taskbotimestamp,taskcreatedate,taskdescription,taskduedate,taskid,taskmodificationtimestamp,taskrole,taskstatus,tasktype,theirdepot,theirdepotaccount,theirnostro,theirnostroaccount,tradecategory,tradedate,tradedcurrencycode,tradedprice,tradereason,tradername,tradestate,tradestatus,tradesubtype,tradetimestamp,tradetype,tradetypecategory,updatedby,updateddatetime,valuedate
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086908,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,198997.35,,,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIWYR,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,172605.91,198997.35,199000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494085245,,000001122985/S04193429,8525491,C001/100002032762,000001122985/S04193429,743766,C001/100002032758,,198997.35,199000,,199000,199000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,198997.35,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,199000,ICSDFI,Failed,,,AP00494086908Q1,,,,,,,,,,,,,,93793,,93793,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866834,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086964,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,198997.35,,,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIXAM,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,172605.91,198997.35,199000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494078267,,000001122985/S04193429,8525491,C001/100002032762,000001122985/S04193429,743766,C001/100002032758,,198997.35,199000,,199000,199000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,198997.35,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,199000,ICSDFI,Failed,,,AP00494086964Q1,,,,,,,,,,,,,,93793,,93793,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866834,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086914,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,8217890.43,,,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIXAL,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,7128016.68,8217890.43,8218000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494081269,,000001122985/S04193429,8525491,C001/100002032762,000001122985/S04193429,743766,C001/100002032758,,8217890.43,8218000,,8218000,8218000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,8217890.43,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,8218000,ICSDFI,Failed,,,AP00494086914Q1,,,,,,,,,,,,,,93793,,93793,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866671,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086924,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,8217890.43,,,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIXCG,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,7128016.68,8217890.43,8218000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494080273,,000001122985/S04193429,8525491,C001/100002032762,000001122985/S04193429,743766,C001/100002032758,,8217890.43,8218000,,8218000,8218000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,8217890.43,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,8218000,ICSDFI,Failed,,,AP00494086924Q1,,,,,,,,,,,,,,93793,,93793,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866671,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086983,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,835988.85,ExternalCounterparty,WMC-6F67,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIXAO,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,725118.27,835988.85,836000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494079268,,000001124351/S05789660,8525491,C001/100002032762,000001124351/S05789660,743766,C001/100002032758,,835988.85,836000,,836000,836000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,835988.85,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,836000,ICSDFI,Failed,,,AP00494086983Q1,,,,,,,,,,,,,,23861,,23861,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866627,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086751,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,13292822.76,ExternalCounterparty,69Z5,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIWVC,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,11529900.91,13292822.76,13293000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494085235,,000000745612/S05532750,8525491,C001/100002032762,000000745612/S05532750,743766,C001/100002032758,,13292822.76,13293000,,13293000,13293000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,13292822.76,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,13293000,ICSDFI,Failed,,,AP00494086751Q1,,,,,,,,,,,,,Euroclear (CSD),93793,Euroclear (CSD),93793,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866667,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086802,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,835988.85,ExternalCounterparty,WMC-6F67,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIWYT,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,725118.27,835988.85,836000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494082271,,000001124351/S05789660,8525491,C001/100002032762,000001124351/S05789660,743766,C001/100002032758,,835988.85,836000,,836000,836000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,835988.85,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,836000,ICSDFI,Failed,,,AP00494086802Q1,,,,,,,,,,,,,,23861,,23861,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866627,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086889,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,697990.69,ExternalCounterparty,WMC-44J9,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIXAJ,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,605421.71,697990.69,698000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494081268,,000001117283/S08090490,8525491,C001/100002032762,000001117283/S08090490,743766,C001/100002032758,,697990.69,698000,,698000,698000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,697990.69,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,698000,ICSDFI,Failed,,,AP00494086889Q1,,,,,,,,,,,,,,20511,,20511,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866619,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,494086854,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,350995.32,ExternalCounterparty,WMC-9783,D2R8H4FE4,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIWYU,,,,,BR 0 05/15/35,Debt,,,STP,TRUE,DE0001102515,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,304445.59,350995.32,351000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,494079263,,000001030515/S00015915,8525491,C001/100002032762,000001030515/S00015915,743766,C001/100002032758,,350995.32,351000,,351000,351000,,,,BMQ5WP1,ZYAFGB30XXX,0,EUR,350995.32,GermanyDebt,EUR,LU,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,351000,ICSDFI,Failed,,,AP00494086854Q1,,,,,,,,,,,,,,93793,,93793,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99866667,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,STO,Give In Washbook,Give In Washbook,494079246,2023-03-23 13:00:01.026 +0530,1,Cash Business,Europe/London,,,824953.78,ExternalCounterparty,MacquaLon-DBU London,G0403D107,GBP,,,,,,Receive,BarCap Secs Ltd (UK),EQ,7,,11294503,,,,,AO WORL PLC,Equity,,,STP,TRUE,GB00BJTNFH41,,,,TRUE,,CREST (CSD),XOFF,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-824953.78,824953.78,1270479,Buy,FISS,CREST (CSD),598*NO2,CREST (CSD),598*C,,,000000830758/S01838535,8525612,C006/100001995595,000000830758/S01838535,1714531,C006/100001336009,,824953.78,824953.78,,1270479,1270479,,,,BJTNFH4,ZYAFGB30XXX,824953.78,GBP,824953.78,UKEquity,GBP,GB,,DVP,,TransactionSettlementType,Receive,,,,,,,,,1270479,CRSTEQ,Failed,,,,,,,,,,,,,,,,CREST (CSD),601,CREST (CSD),601,Outright,2023-03-22 13:00:01.026 +0530,GBP,0.649325,,UB7,NotNetted,New,NoneNoSubTranType,2023-03-23 13:00:01.026 +0530,Principal,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,,,494086279,2023-03-23 13:00:01.026 +0530,1,Cash Business,Europe/London,,,1077529.93,ExternalCounterparty,Winterflood Securiti,912810EX2,USD,,,,,,Receive,Barclays Bank PLC,,7,,3MIWTG,,,,,T 6 3/4 08/15/26,Debt,,,STP,TRUE,US912810EX29,,,,TRUE,,,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-854265.73,1077529.93,1000000,Receipt,FISS,The Bank of New York,BGB,The Bank of New York,8900344806,494079247,,000000794281/S00160710,8452482,C001/100002228226,000000794281/S00160710,743735,C001/100002228346,,1077529.93,1077500,,1000000,1000000,,,,2942434,,0,USD,1077529.93,USDebt,USD,US,,DVP,,TransactionSettlementType,Receive,,,,,,,,,1000000,MSOFED,Failed,,,,AP00494086279Q1,,,,,,,,,,,,Federal Reserve Bank,312690,Federal Reserve Bank,312690,Financing,2023-03-22 13:00:01.026 +0530,USD,107.75,,,NotNetted,New,NoneNoSubTranType,2023-03-23 13:00:01.026 +0530,RepoCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,201 Banking_Repo MTM,201 Banking_Repo MTM,494086772,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,459847.44,,,G4527HEG2,GBP,,,,,,Receive,Barclays Bank PLC,FI,7,,3MIWVM,,,,,UKT 1 3/4 01/22/49,Debt,,,STP,TRUE,GB00BFWFPP71,,,,TRUE,,FI-EMEA Domestic,XOFF,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-459847.44,459847.44,457000,Receipt,FISS,CREST (CSD),034*STAR,CREST (CSD),034*C,494078257,,,8525620,C001/100001951096,,8341804,C001/100001951086,,459847.44,456978.27,,457000,457000,,,,BFM4W97,ZYAFGB30XXX,0,GBP,459847.44,UKDebt,GBP,GB,,DVP,,TransactionSettlementType,Receive,,,,,,,,,457000,CRSTFI,Failed,,,,,,,,,,,,,,,,,,,,Financing,2023-03-22 13:00:01.026 +0530,GBP,99.99535397,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,201 Banking_Repo MTM,201 Banking_Repo MTM,494087825,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,459847.44,,,G4527HEG2,GBP,,,,,,Receive,Barclays Bank PLC,FI,7,,3MIZDT,,,,,UKT 1 3/4 01/22/49,Debt,,,STP,TRUE,GB00BFWFPP71,,,,TRUE,,FI-EMEA Domestic,XOFF,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-459847.44,459847.44,457000,Receipt,FISS,CREST (CSD),034*STAR,CREST (CSD),034*C,494081300,,,8525620,C001/100001951096,,8341804,C001/100001951086,,459847.44,456978.27,,457000,457000,,,,BFM4W97,ZYAFGB30XXX,0,GBP,459847.44,UKDebt,GBP,GB,,DVP,,TransactionSettlementType,Receive,,,,,,,,,457000,CRSTFI,Failed,,,,,,,,,,,,,,,,,,,,Financing,2023-03-22 13:00:01.026 +0530,GBP,99.99535397,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,14946 Banking_Repo MTM,14946 Banking_Repo M,494086729,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,2265289.07,,,E8922AJR2,EUR,,,,,,Receive,Barclays Bank PLC,FI,7,,3MIWZM,,,,,SPGB 1 1/4 10/31/30,Debt,,,STP,TRUE,ES0000012G34,,,,TRUE,,FI-EMEA Domestic,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-1964861.71,2265289.07,2263000,Receipt,FISS,Citibank Europe PLC,3061000000,Banque de France,CFREURBPLCFRPPXXX,494081264,,000000903105/S08237577,9061197,C001/100007979693,000000903105/S08237577,743181,C001/100002651021,IBRCESMM,2265289.07,2262922.7,,2263000,2263000,,,,BMWWML2,IBRCESMM,0,EUR,2265289.07,SpainDebt,EUR,IE,,DVP,,TransactionSettlementType,Receive,,,,,,,,,2263000,DOMFI,Failed,,,,AP00494086729Q1,,,,,,,,,,,,State Street Bank  T,2956650017,State Street Bank  T,2956650017,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99527803,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,201 Banking_Repo MTM,201 Banking_Repo MTM,494086844,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,42261.69,,,G4527HEG2,GBP,,,,,,Receive,Barclays Bank PLC,FI,7,,3MIWVO,,,,,UKT 1 3/4 01/22/49,Debt,,,STP,TRUE,GB00BFWFPP71,,,,TRUE,,FI-EMEA Domestic,XOFF,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-42261.69,42261.69,42000,Receipt,FISS,CREST (CSD),034*STAR,CREST (CSD),034*C,494080262,,000001122985/S03889580,8525620,C001/100001951096,000001122985/S03889580,8341804,C001/100001951086,,42261.69,41998,,42000,42000,,,,BFM4W97,ZYAFGB30XXX,0,GBP,42261.69,UKDebt,GBP,GB,,DVP,,TransactionSettlementType,Receive,,,,,,,,,42000,CRSTFI,Failed,,,,,,,,,,,,,,,,CREST (CSD),AA011,CREST (CSD),AA011,Financing,2023-03-22 13:00:01.026 +0530,GBP,99.99536361,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,201 Banking_Repo MTM,201 Banking_Repo MTM,494086796,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,42261.69,,,G4527HEG2,GBP,,,,,,Receive,Barclays Bank PLC,FI,7,,3MIWXJ,,,,,UKT 1 3/4 01/22/49,Debt,,,STP,TRUE,GB00BFWFPP71,,,,TRUE,,FI-EMEA Domestic,XOFF,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-42261.69,42261.69,42000,Receipt,FISS,CREST (CSD),034*STAR,CREST (CSD),034*C,494082267,,000001122985/S03889580,8525620,C001/100001951096,000001122985/S03889580,8341804,C001/100001951086,,42261.69,41998,,42000,42000,,,,BFM4W97,ZYAFGB30XXX,0,GBP,42261.69,UKDebt,GBP,GB,,DVP,,TransactionSettlementType,Receive,,,,,,,,,42000,CRSTFI,Failed,,,,,,,,,,,,,,,,CREST (CSD),AA011,CREST (CSD),AA011,Financing,2023-03-22 13:00:01.026 +0530,GBP,99.99536361,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,14946 Banking_Repo MTM,14946 Banking_Repo M,494086978,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,2422028.62,,,E8922AJF8,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIXBE,,,,,SPGB 0 1/2 04/30/30,Debt,,,STP,TRUE,ES0000012F76,,,,TRUE,,FI-EMEA Domestic,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,2100814.14,2422028.62,2415000,Delivery,FISS,Citibank Europe PLC,3061000000,Banque de France,CFREURBPLCFRPPXXX,494079267,,000000903105/S08237577,9061197,C001/100007979693,000000903105/S08237577,743181,C001/100002651021,IBRCESMM,2422028.62,2414967,,2415000,2415000,,,,BKV24R9,IBRCESMM,0,EUR,2422028.62,SpainDebt,EUR,IE,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,2415000,DOMFI,Failed,,,AP00494086978Q1,,,,,,,,,,,,,State Street Bank  T,2956650017,State Street Bank  T,2956650017,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99732456,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,201 Banking_Repo MTM,201 Banking_Repo MTM,494086829,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,591663.66,,,G4527HEG2,GBP,,,,,,Receive,Barclays Bank PLC,FI,7,,3MIWZD,,,,,UKT 1 3/4 01/22/49,Debt,,,STP,TRUE,GB00BFWFPP71,,,,TRUE,,FI-EMEA Domestic,XOFF,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-591663.66,591663.66,588000,Receipt,FISS,CREST (CSD),034*STAR,CREST (CSD),034*C,494082266,,000001122985/S03889580,8525620,C001/100001951096,000001122985/S03889580,8341804,C001/100001951086,,591663.66,587972.03,,588000,588000,,,,BFM4W97,ZYAFGB30XXX,0,GBP,591663.66,UKDebt,GBP,GB,,DVP,,TransactionSettlementType,Receive,,,,,,,,,588000,CRSTFI,Failed,,,,,,,,,,,,,,,,CREST (CSD),AA011,CREST (CSD),AA011,Financing,2023-03-22 13:00:01.026 +0530,GBP,99.99535511,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,201 Banking_Repo MTM,201 Banking_Repo MTM,494087810,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,234462.58,,,G4527HEG2,GBP,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIYPO,,,,,UKT 1 3/4 01/22/49,Debt,,,STP,TRUE,GB00BFWFPP71,,,,TRUE,,FI-EMEA Domestic,XOFF,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,234462.58,234462.58,233000,Delivery,FISS,CREST (CSD),034*STAR,CREST (CSD),034*C,494080296,,000001123134/S05462567,8525620,C001/100001951096,000001123134/S05462567,8341804,C001/100001951086,,234462.58,233000,,233000,233000,,,,BFM4W97,ZYAFGB30XXX,0,GBP,234462.58,UKDebt,GBP,GB,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,233000,CRSTFI,Failed,,,,,,,,,,,,,,,,CREST (CSD),AA011,CREST (CSD),AA011,Financing,2023-03-22 13:00:01.026 +0530,GBP,100,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackOpenMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,14946 Banking_Repo MTM,14946 Banking_Repo M,494086723,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,2422028.62,,,E8922AJF8,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIWZJ,,,,,SPGB 0 1/2 04/30/30,Debt,,,STP,TRUE,ES0000012F76,,,,TRUE,,FI-EMEA Domestic,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,2100814.14,2422028.62,2415000,Delivery,FISS,Citibank Europe PLC,3061000000,Banque de France,CFREURBPLCFRPPXXX,494078260,,000000903105/S08237577,9061197,C001/100007979693,000000903105/S08237577,743181,C001/100002651021,IBRCESMM,2422028.62,2414967,,2415000,2415000,,,,BKV24R9,IBRCESMM,0,EUR,2422028.62,SpainDebt,EUR,IE,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,2415000,DOMFI,Failed,,,AP00494086723Q1,,,,,,,,,,,,,State Street Bank  T,2956650017,State Street Bank  T,2956650017,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99732456,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,14946 Banking_Repo MTM,14946 Banking_Repo M,494086746,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,2265289.07,,,E8922AJR2,EUR,,,,,,Receive,Barclays Bank PLC,FI,7,,3MIWXR,,,,,SPGB 1 1/4 10/31/30,Debt,,,STP,TRUE,ES0000012G34,,,,TRUE,,FI-EMEA Domestic,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-1964861.71,2265289.07,2263000,Receipt,FISS,Citibank Europe PLC,3061000000,Banque de France,CFREURBPLCFRPPXXX,494081262,,000000903105/S08237577,9061197,C001/100007979693,000000903105/S08237577,743181,C001/100002651021,IBRCESMM,2265289.07,2262922.7,,2263000,2263000,,,,BMWWML2,IBRCESMM,0,EUR,2265289.07,SpainDebt,EUR,IE,,DVP,,TransactionSettlementType,Receive,,,,,,,,,2263000,DOMFI,Failed,,,,AP00494086746Q1,,,,,,,,,,,,State Street Bank  T,2956650017,State Street Bank  T,2956650017,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99527803,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,SellBuyBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,14946 Banking_Repo MTM,14946 Banking_Repo M,494086759,2023-03-23 13:00:01.026 +0530,1,Financing Business,Europe/London,,,2422028.62,,,E8922AJF8,EUR,,,,,,Deliver,Barclays Bank PLC,FI,7,,3MIWXO,,,,,SPGB 0 1/2 04/30/30,Debt,,,STP,TRUE,ES0000012F76,,,,TRUE,,FI-EMEA Domestic,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,2100814.14,2422028.62,2415000,Delivery,FISS,Citibank Europe PLC,3061000000,Banque de France,CFREURBPLCFRPPXXX,494085239,,000000903105/S08237577,9061197,C001/100007979693,000000903105/S08237577,743181,C001/100002651021,IBRCESMM,2422028.62,2414967,,2415000,2415000,,,,BKV24R9,IBRCESMM,0,EUR,2422028.62,SpainDebt,EUR,IE,,DVP,,TransactionSettlementType,Deliver,,,,,,,,,2415000,DOMFI,Failed,,,AP00494086759Q1,,,,,,,,,,,,,State Street Bank  T,2956650017,State Street Bank  T,2956650017,Financing,2023-03-22 13:00:01.026 +0530,EUR,99.99732456,,,NotNetted,New,,2023-03-23 13:00:01.026 +0530,BuySellBackCloseMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
